sysml_path,readiness_percent,readiness_band,l1_structural_score,l2_behavioral_score,l3_property_score,observability_score,repair_score,sequence_validity,ready_signals,improvement_cues,parse_status
data/000107/000107.sysml,78.1,Simulation-Ready,70.0,96.3,73.3,85.0,54.7,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements.,Name and modularize behavioral fragments so repair prompts can stay targeted.,ok
data/000108/000108.sysml,15.3,Not Ready,46.8,0.0,0.0,15.0,13.9,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000109/000109.sysml,21.0,Not Ready,59.6,0.0,0.0,27.5,19.6,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000110/000110.sysml,12.4,Not Ready,36.9,0.0,0.0,12.5,12.6,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000111/000111.sysml,9.6,Not Ready,31.8,0.0,0.0,5.0,9.1,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000112/000112.sysml,46.8,Mostly Structural,47.1,63.8,38.2,46.0,26.7,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000113/000113.sysml,46.8,Mostly Structural,47.1,63.8,38.2,46.0,26.7,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000114/000114.sysml,9.6,Not Ready,31.8,0.0,0.0,5.0,9.1,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000115/000115.sysml,9.6,Not Ready,31.8,0.0,0.0,5.0,9.1,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000116/000116.sysml,9.2,Not Ready,31.8,0.0,0.0,5.0,5.1,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000117/000117.sysml,53.5,Mostly Structural,67.4,57.5,39.8,61.0,31.5,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000118/000118.sysml,53.5,Mostly Structural,67.4,57.5,39.8,61.0,31.5,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000119/000119.sysml,52.5,Mostly Structural,67.4,58.8,36.1,59.0,30.8,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000120/000120.sysml,53.5,Mostly Structural,67.4,57.5,39.8,61.0,31.5,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000121/000121.sysml,56.5,Behavior-Partially Ready,72.1,57.5,39.8,68.5,38.9,100.0%,Layer 1 compiler and type-resolution signals look strong.,"Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000122/000122.sysml,45.4,Mostly Structural,49.9,57.5,41.9,33.5,30.8,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000123/000123.sysml,45.4,Mostly Structural,49.9,57.5,41.9,33.5,30.8,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000124/000124.sysml,10.4,Not Ready,37.7,0.0,0.0,0.0,9.8,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000125/000125.sysml,45.1,Mostly Structural,44.4,53.8,41.4,45.5,33.7,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000126/000126.sysml,67.3,Behavior-Partially Ready,46.3,74.9,70.6,94.9,51.5,99.6%,Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements.,Strengthen the structural and typing surface for compiler-in-the-loop repair. | Name and modularize behavioral fragments so repair prompts can stay targeted.,ok
data/000127/000127.sysml,67.0,Behavior-Partially Ready,50.0,77.4,69.6,89.9,42.6,99.3%,Layer 2 executable behavior looks ready for simulation feedback. | Simulation traces should be observable enough to compare against requirements.,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add more guards, thresholds, and state semantics for formal property checking. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000128/000128.sysml,58.1,Behavior-Partially Ready,51.3,70.0,55.8,65.5,40.4,100.0%,Layer 2 executable behavior looks ready for simulation feedback.,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000129/000129.sysml,10.8,Not Ready,36.8,0.0,0.0,5.0,9.0,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000130/000130.sysml,55.1,Behavior-Partially Ready,34.5,74.8,53.6,74.8,31.3,99.0%,Layer 2 executable behavior looks ready for simulation feedback. | Simulation traces should be observable enough to compare against requirements.,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add more guards, thresholds, and state semantics for formal property checking. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000131/000131.sysml,38.1,Mostly Structural,37.4,53.8,34.0,32.0,19.8,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000132/000132.sysml,50.1,Mostly Structural,65.0,53.8,42.6,39.5,38.1,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000133/000133.sysml,56.5,Behavior-Partially Ready,52.8,67.5,52.0,66.0,35.2,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000134/000134.sysml,56.5,Behavior-Partially Ready,52.8,67.5,52.0,66.0,35.2,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000135/000135.sysml,36.8,Mostly Structural,34.6,53.8,36.1,24.5,19.9,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000136/000136.sysml,48.8,Mostly Structural,43.4,54.0,42.1,67.0,39.1,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000137/000137.sysml,43.9,Mostly Structural,43.4,47.0,35.9,61.0,31.4,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000138/000138.sysml,45.3,Mostly Structural,51.5,47.8,37.3,53.0,31.9,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000139/000139.sysml,45.1,Mostly Structural,43.4,48.7,37.5,63.0,32.1,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000140/000140.sysml,46.6,Mostly Structural,43.4,50.4,39.0,67.0,33.4,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000141/000141.sysml,45.1,Mostly Structural,55.4,53.8,36.8,34.5,33.9,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000142/000142.sysml,10.6,Not Ready,35.8,0.0,0.0,0.0,16.1,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000143/000143.sysml,55.4,Behavior-Partially Ready,65.4,52.1,43.3,72.5,43.8,100.0%,Simulation traces should be observable enough to compare against requirements.,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000144/000144.sysml,11.6,Not Ready,26.4,4.2,12.7,2.0,5.1,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000145/000145.sysml,46.2,Mostly Structural,43.2,63.8,38.2,46.0,29.9,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000146/000146.sysml,10.4,Not Ready,35.8,0.0,0.0,2.5,11.0,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000147/000147.sysml,44.4,Mostly Structural,39.6,63.8,38.2,46.0,20.9,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000148/000148.sysml,50.7,Mostly Structural,32.1,61.3,59.5,54.0,43.7,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000149/000149.sysml,56.8,Behavior-Partially Ready,54.6,63.8,55.2,58.5,46.2,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000150/000150.sysml,11.9,Not Ready,38.3,0.0,0.0,5.0,15.6,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000151/000151.sysml,12.7,Not Ready,40.4,0.0,0.0,12.5,7.6,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000152/000152.sysml,12.0,Not Ready,36.8,0.0,0.0,5.0,21.0,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000153/000153.sysml,52.4,Mostly Structural,40.3,63.8,55.2,53.5,45.7,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000154/000154.sysml,11.0,Not Ready,33.3,0.0,0.0,2.5,22.8,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000155/000155.sysml,11.7,Not Ready,37.0,0.0,0.0,0.0,24.2,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000156/000156.sysml,11.7,Not Ready,37.0,0.0,0.0,0.0,24.2,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000157/000157.sysml,10.1,Not Ready,34.1,0.0,0.0,0.0,16.0,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000158/000158.sysml,11.9,Not Ready,37.9,0.0,0.0,0.0,24.3,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000159/000159.sysml,55.4,Behavior-Partially Ready,66.4,66.4,40.6,58.0,33.1,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000160/000160.sysml,38.3,Mostly Structural,50.5,53.8,27.7,24.5,16.7,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000161/000161.sysml,18.3,Not Ready,59.0,0.0,0.0,12.5,16.8,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000162/000162.sysml,43.5,Mostly Structural,59.3,53.8,36.8,24.5,23.9,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000163/000163.sysml,14.2,Not Ready,49.0,0.0,0.0,5.0,11.8,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000164/000164.sysml,15.1,Not Ready,52.8,0.0,0.0,5.0,12.0,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000165/000165.sysml,14.2,Not Ready,49.0,0.0,0.0,5.0,11.8,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000166/000166.sysml,14.2,Not Ready,49.0,0.0,0.0,5.0,11.8,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000167/000167.sysml,22.8,Not Ready,47.6,26.1,0.0,18.0,17.2,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000168/000168.sysml,29.8,Not Ready,53.5,39.3,0.0,24.5,29.3,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000169/000169.sysml,47.2,Mostly Structural,50.3,48.7,51.0,34.5,45.4,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000170/000170.sysml,8.0,Not Ready,30.4,0.0,0.0,0.0,3.8,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000171/000171.sysml,8.2,Not Ready,27.9,0.0,0.0,0.0,11.9,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000172/000172.sysml,21.9,Not Ready,29.7,31.0,0.0,22.5,33.2,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000173/000173.sysml,53.2,Mostly Structural,74.6,56.0,42.6,40.5,38.7,100.0%,Layer 1 compiler and type-resolution signals look strong.,"Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000174/000174.sysml,8.5,Not Ready,30.2,0.0,0.0,0.0,10.0,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000175/000175.sysml,39.0,Mostly Structural,52.0,69.3,0.0,30.0,42.1,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000176/000176.sysml,42.5,Mostly Structural,43.9,47.1,51.0,22.5,36.6,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000177/000177.sysml,11.9,Not Ready,37.1,0.0,0.0,0.0,26.0,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000178/000178.sysml,10.6,Not Ready,36.9,0.0,0.0,2.5,10.1,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000179/000179.sysml,10.5,Not Ready,30.8,0.0,0.0,2.5,24.4,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000180/000180.sysml,10.6,Not Ready,33.0,0.0,0.0,10.0,8.7,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000181/000181.sysml,12.9,Not Ready,42.4,0.0,0.0,5.0,15.3,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000182/000182.sysml,16.7,Not Ready,34.3,15.5,0.0,15.0,20.3,N/A,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000183/000183.sysml,64.9,Behavior-Partially Ready,50.8,81.3,58.4,91.5,35.6,100.0%,Layer 2 executable behavior looks ready for simulation feedback. | Simulation traces should be observable enough to compare against requirements.,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add more guards, thresholds, and state semantics for formal property checking. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
data/000184/000184.sysml,50.0,Mostly Structural,60.1,53.8,38.2,54.5,38.3,100.0%,,"Strengthen the structural and typing surface for compiler-in-the-loop repair. | Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking. | Expose more state, values, and interfaces so behavioral oracles can inspect the run. | Name and modularize behavioral fragments so repair prompts can stay targeted.",ok
